id,name,height_dm,weight_hg,base_experience,type_1,type_2,hp,attack,defense,special_attack,special_defense,speed,abilities,generation,is_legendary,is_mythical,color,shape,capture_rate
10266,koraidon-swimming-build,35,3030,335.0,fighting,dragon,100,135,115,85,100,135,orichalcum-pulse,generation-ix,True,False,red,upright,3
10267,koraidon-gliding-build,35,3030,335.0,fighting,dragon,100,135,115,85,100,135,orichalcum-pulse,generation-ix,True,False,red,upright,3
10268,miraidon-low-power-mode,28,2400,335.0,electric,dragon,100,85,100,135,115,135,hadron-engine,generation-ix,True,False,blue,quadruped,3
10269,miraidon-drive-mode,28,2400,335.0,electric,dragon,100,85,100,135,115,135,hadron-engine,generation-ix,True,False,blue,quadruped,3
10270,miraidon-aquatic-mode,28,2400,335.0,electric,dragon,100,85,100,135,115,135,hadron-engine,generation-ix,True,False,blue,quadruped,3
10271,miraidon-glide-mode,28,2400,335.0,electric,dragon,100,85,100,135,115,135,hadron-engine,generation-ix,True,False,blue,quadruped,3
10272,ursaluna-bloodmoon,24,2900,275.0,ground,normal,113,70,120,135,65,52,minds-eye,generation-viii,False,False,brown,quadruped,75
10273,ogerpon-wellspring-mask,12,398,275.0,grass,water,80,120,84,60,96,110,water-absorb,generation-ix,True,False,green,humanoid,5
10274,ogerpon-hearthflame-mask,12,398,275.0,grass,fire,80,120,84,60,96,110,mold-breaker,generation-ix,True,False,green,humanoid,5
10275,ogerpon-cornerstone-mask,12,398,275.0,grass,rock,80,120,84,60,96,110,sturdy,generation-ix,True,False,green,humanoid,5
10276,terapagos-terastal,3,160,90.0,normal,,95,95,110,105,110,85,tera-shell,generation-ix,True,False,blue,quadruped,255
10277,terapagos-stellar,17,770,90.0,normal,,160,105,110,130,110,85,teraform-zero,generation-ix,True,False,blue,quadruped,255
10278,clefable-mega,17,423,,fairy,flying,95,80,93,135,110,70,magic-bounce,generation-i,False,False,pink,upright,25
10279,victreebel-mega,45,1255,,grass,poison,80,125,85,135,95,70,innards-out,generation-i,False,False,green,blob,45
10280,starmie-mega,23,800,,water,psychic,60,100,105,130,105,120,huge-power,generation-i,False,False,purple,blob,60
10281,dragonite-mega,22,2900,,dragon,flying,91,124,115,145,125,100,multiscale,generation-i,False,False,brown,upright,45
10282,meganium-mega,24,2010,,grass,fairy,80,92,115,143,115,80,mega-sol,generation-ii,False,False,green,quadruped,45
10283,feraligatr-mega,23,1088,,water,dragon,85,160,125,89,93,78,dragonize,generation-ii,False,False,blue,upright,45
10284,skarmory-mega,17,404,,steel,flying,65,140,110,40,100,110,stalwart,generation-ii,False,False,gray,wings,25
10285,froslass-mega,26,296,,ice,ghost,70,80,70,140,100,120,snow-warning,generation-iv,False,False,white,arms,75
10286,emboar-mega,18,1803,,fire,fighting,110,148,75,110,110,75,mold-breaker,generation-v,False,False,red,upright,45
10287,excadrill-mega,9,600,,ground,steel,110,165,100,65,65,103,piercing-drill,generation-v,False,False,gray,humanoid,60
10288,scolipede-mega,32,2305,,bug,poison,60,140,149,75,99,62,shell-armor,generation-v,False,False,red,armor,45
10289,scrafty-mega,11,310,,dark,fighting,65,130,135,55,135,68,intimidate,generation-v,False,False,red,upright,90
10290,eelektross-mega,30,1800,,electric,,85,145,80,135,90,80,eelevate,generation-v,False,False,blue,fish,30
10291,chandelure-mega,25,696,,ghost,fire,60,75,110,175,110,90,infiltrator,generation-v,False,False,black,arms,45
10292,chesnaught-mega,16,900,,grass,fighting,88,137,172,74,115,44,bulletproof,generation-vi,False,False,green,upright,45
10293,delphox-mega,15,390,,fire,psychic,75,69,72,159,125,134,levitate,generation-vi,False,False,red,upright,45
10294,greninja-mega,15,400,,water,dark,72,125,77,133,81,142,protean,generation-vi,False,False,blue,humanoid,45
10295,pyroar-mega,15,933,,fire,normal,86,88,92,129,86,126,fire-mane,generation-vi,False,False,brown,quadruped,65
10296,floette-mega,2,1008,,fairy,,74,85,87,155,148,102,fairy-aura,generation-vi,False,False,white,arms,120
10297,malamar-mega,29,698,,dark,psychic,86,102,88,98,120,88,contrary,generation-vi,False,False,blue,blob,80
10298,barbaracle-mega,22,1000,,rock,fighting,72,140,130,64,106,88,tough-claws,generation-vi,False,False,brown,heads,45
10299,dragalge-mega,21,1003,,poison,dragon,65,85,105,132,163,44,regenerator,generation-vi,False,False,brown,blob,55
10300,hawlucha-mega,10,250,,fighting,flying,78,137,100,74,93,118,no-guard,generation-vi,False,False,green,humanoid,100
10301,zygarde-mega,77,6100,,dragon,ground,216,70,91,216,85,100,,generation-vi,True,False,green,squiggle,3
10302,drampa-mega,30,2405,,normal,dragon,78,85,110,160,116,36,berserk,generation-vii,False,False,white,squiggle,70
10303,falinks-mega,16,990,,fighting,,65,135,135,70,65,100,defiant,generation-viii,False,False,yellow,heads,45
10304,raichu-mega-x,12,380,,electric,,60,135,95,90,95,110,electric-surge,generation-i,False,False,yellow,upright,75
10305,raichu-mega-y,10,260,,electric,,60,100,55,160,80,130,no-guard,generation-i,False,False,yellow,upright,75
10306,chimecho-mega,12,80,,psychic,steel,75,50,110,135,120,65,levitate,generation-iii,False,False,blue,arms,45
10307,absol-mega-z,12,490,,dark,ghost,65,154,60,75,60,151,,generation-iii,False,False,white,quadruped,30
10308,staraptor-mega,19,500,,fighting,flying,85,140,100,60,90,110,contrary,generation-iv,False,False,brown,wings,45
10309,garchomp-mega-z,19,990,,dragon,,108,130,85,141,85,151,,generation-iv,False,False,blue,upright,45
10310,lucario-mega-z,13,494,,fighting,steel,70,100,70,164,70,151,,generation-iv,False,False,blue,upright,45
10311,heatran-mega,28,5700,,fire,steel,91,120,106,175,141,67,,generation-iv,True,False,brown,quadruped,3
10312,darkrai-mega,30,2400,,dark,,70,120,130,165,130,85,,generation-iv,False,True,black,humanoid,3
10313,golurk-mega,40,3300,,ground,ghost,89,159,105,70,105,55,unseen-fist,generation-v,False,False,green,humanoid,90
10314,meowstic-male-mega,8,101,,psychic,,74,48,76,143,101,124,trace,generation-vi,False,False,blue,upright,75
10315,crabominable-mega,26,2528,,fighting,ice,97,157,122,62,107,33,iron-fist,generation-vii,False,False,white,armor,60
10316,golisopod-mega,23,1480,,bug,steel,75,150,175,70,120,40,,generation-vii,False,False,gray,humanoid,45
10317,magearna-mega,13,2481,,steel,fairy,80,125,115,170,115,95,,generation-vii,False,True,gray,humanoid,3
10318,magearna-original-mega,13,2481,,steel,fairy,80,125,115,170,115,95,,generation-vii,False,True,gray,humanoid,3
10319,zeraora-mega,15,445,,electric,,88,157,75,147,80,153,,generation-vii,False,True,yellow,humanoid,3
10320,scovillain-mega,12,220,,grass,fire,65,138,85,138,85,75,spicy-spray,generation-ix,False,False,green,upright,75
10321,glimmora-mega,28,770,,rock,poison,83,90,105,150,96,101,adaptability,generation-ix,False,False,blue,ball,25
10322,tatsugiri-curly-mega,6,240,,dragon,water,68,65,90,135,125,92,,generation-ix,False,False,pink,fish,100
10323,tatsugiri-droopy-mega,6,240,,dragon,water,68,65,90,135,125,92,,generation-ix,False,False,pink,fish,100
10324,tatsugiri-stretchy-mega,6,240,,dragon,water,68,65,90,135,125,92,,generation-ix,False,False,pink,fish,100
10325,baxcalibur-mega,21,3150,,dragon,ice,115,175,117,105,101,87,,generation-ix,False,False,gray,upright,10
10326,meowstic-female-mega,8,101,,psychic,,74,48,76,143,101,124,trace,generation-vi,False,False,blue,upright,75
